ID,tenure,predicted_survival_12m,predicted_churn_risk_12m,clv_36m,at_risk_12m,region,marital,ed,retire,gender,voice,internet,forward,custcat
634,17,0.8913453589423102,0.10865464105768985,791.8419581471558,0,Zone 2,Unmarried,High school degree,No,Male,Yes,No,No,Total service
635,9,0.7659227933075259,0.23407720669247412,658.386499706247,1,Zone 2,Married,College degree,No,Female,No,No,Yes,Basic service
636,15,0.8026870072200681,0.19731299277993186,696.0151101459276,1,Zone 2,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
637,62,0.9551434365588217,0.04485656344117828,870.4331715087945,0,Zone 1,Married,College degree,No,Female,No,No,No,E-service
638,9,0.6336554808316718,0.3663445191683282,535.3610686301494,1,Zone 1,Unmarried,College degree,No,Male,Yes,Yes,No,Basic service
639,71,0.9536590121001697,0.04634098789983032,868.657022198802,0,Zone 2,Married,High school degree,No,Female,No,No,Yes,Plus service
640,62,0.9950320138894245,0.004967986110575473,922.6342189715774,0,Zone 2,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
641,20,0.894970456865206,0.10502954313479396,796.4287930612142,0,Zone 2,Unmarried,College degree,No,Male,No,Yes,Yes,Total service
642,19,0.9409115821957136,0.05908841780428642,850.4603753711232,0,Zone 1,Married,Did not complete high school,No,Male,No,No,No,Plus service
643,49,0.9927755656110581,0.007224434388941936,919.3737756883023,0,Zone 2,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
644,3,0.924099106403131,0.07590089359686902,821.0820851296022,0,Zone 3,Unmarried,High school degree,Yes,Male,No,No,No,Basic service
645,33,0.6873749143279311,0.3126250856720689,579.7871369432345,1,Zone 1,Unmarried,Post-undergraduate degree,No,Male,Yes,Yes,No,Basic service
646,38,0.8612026156552013,0.1387973843447987,758.9515384181158,0,Zone 2,Unmarried,College degree,No,Female,No,Yes,No,E-service
647,42,0.959045107391399,0.04095489260860097,874.9079179062754,0,Zone 3,Married,Some college,No,Female,Yes,No,Yes,Total service
648,11,0.6533050942035287,0.34669490579647133,552.544773294637,1,Zone 1,Unmarried,Some college,No,Male,Yes,Yes,Yes,Total service
649,27,0.8901871164954084,0.10981288350459162,791.5717049506882,0,Zone 3,Married,Some college,No,Male,No,No,No,Plus service
650,23,0.8470162807664469,0.15298371923355314,743.2613270135063,1,Zone 3,Unmarried,College degree,No,Female,No,No,No,Basic service
651,4,0.9455304265156194,0.05446957348438064,848.7773433676989,0,Zone 2,Married,High school degree,No,Male,Yes,No,Yes,Plus service
652,36,0.8515739548672799,0.14842604513272006,748.2630742016295,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
653,37,0.9295268649067456,0.07047313509325437,838.2621987874564,0,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
654,24,0.9808897222241478,0.01911027777585217,902.1900830577529,0,Zone 3,Married,Did not complete high school,No,Male,No,No,No,Basic service
655,4,0.6429444595952382,0.35705554040476184,543.7908646080808,1,Zone 3,Unmarried,High school degree,No,Male,No,No,No,Basic service
656,54,0.90200262711563,0.09799737288437005,805.7013513383582,0,Zone 3,Unmarried,High school degree,No,Female,No,No,No,Plus service
657,7,0.9533867691751635,0.04661323082483648,861.5974201291198,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
658,10,0.7120826227198325,0.28791737728016753,606.8014602964442,1,Zone 1,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
659,24,0.8930129117535706,0.10698708824642944,794.6040672573864,0,Zone 3,Married,Post-undergraduate degree,No,Female,No,Yes,No,E-service
660,12,0.641849896524948,0.35815010347505205,542.0255514875649,1,Zone 3,Unmarried,College degree,No,Male,No,Yes,No,Basic service
661,45,0.9770859171810065,0.022914082818993542,898.2199089569879,0,Zone 2,Unmarried,Some college,No,Female,No,No,Yes,Plus service
662,59,0.9923443595426635,0.007655640457336466,918.9004840160922,0,Zone 3,Married,Some college,No,Female,No,No,No,E-service
663,3,0.7181790387387645,0.28182096126123546,610.5548144104829,1,Zone 1,Married,Some college,No,Female,No,No,No,Basic service
664,8,0.7271584669949236,0.2728415330050764,620.9092589847685,1,Zone 3,Unmarried,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
665,16,0.967552802939106,0.03244719706089405,883.4012391096908,0,Zone 1,Unmarried,High school degree,No,Female,No,No,Yes,Total service
666,32,0.7986494371925523,0.20135056280744767,691.3655070567944,1,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
667,8,0.8656532460958412,0.13434675390415884,760.4121311546033,0,Zone 1,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
668,9,0.8504874277086204,0.1495125722913796,744.6437183290726,0,Zone 1,Married,Some college,No,Male,No,Yes,No,E-service
669,12,0.8714664138118381,0.1285335861881619,768.4653895932629,0,Zone 2,Married,High school degree,No,Female,No,No,No,E-service
670,24,0.8958827214297512,0.10411727857024877,797.8938769532442,0,Zone 2,Married,College degree,No,Male,Yes,Yes,Yes,Total service
671,72,0.9987663415849456,0.001233658415054406,927.9312617682973,0,Zone 3,Unmarried,High school degree,Yes,Female,No,No,No,E-service
672,58,0.9843097657931462,0.01569023420685378,908.0418627365082,0,Zone 3,Unmarried,College degree,No,Female,No,Yes,No,E-service
673,70,0.9625347441786973,0.03746525582130267,879.8924544193126,0,Zone 1,Married,High school degree,No,Male,Yes,No,Yes,Plus service
674,9,0.6938710819132002,0.30612891808679976,589.8362580154583,1,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
675,49,0.7850687017319075,0.21493129826809254,675.8223394614879,1,Zone 1,Unmarried,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service
676,52,0.9478990773837053,0.05210092261629473,861.2037340450885,0,Zone 3,Unmarried,Some college,No,Male,No,No,No,Plus service
677,10,0.8667794614405172,0.1332205385594828,762.6192353195449,0,Zone 1,Married,College degree,No,Female,Yes,Yes,Yes,Total service
678,14,0.9328376610138245,0.06716233898617552,839.511079259168,0,Zone 1,Married,Some college,No,Male,Yes,No,No,Plus service
679,19,0.8681113997208358,0.13188860027916416,766.1195464999269,0,Zone 1,Married,High school degree,No,Male,Yes,No,Yes,Total service
680,12,0.8040795673512346,0.19592043264876535,697.1170243800381,1,Zone 3,Married,College degree,No,Female,Yes,Yes,No,E-service
681,65,0.9758990756778901,0.024100924322109862,897.0598001772813,0,Zone 1,Unmarried,Some college,No,Female,Yes,No,Yes,E-service
682,67,0.9584277959673984,0.041572204032601645,874.6415262275482,0,Zone 1,Married,Some college,No,Male,No,No,Yes,Plus service
683,29,0.8896969067049758,0.11030309329502419,791.1065767682751,0,Zone 2,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
684,55,0.8328541602317584,0.1671458397682416,726.9106440130048,1,Zone 3,Unmarried,High school degree,No,Female,No,Yes,Yes,Basic service
685,71,0.992447886891041,0.00755211310895898,919.1427623447134,0,Zone 3,Married,Did not complete high school,No,Female,No,No,Yes,Plus service
686,5,0.79943670731134,0.20056329268866002,689.7025059001247,1,Zone 3,Married,Some college,No,Female,Yes,Yes,Yes,Plus service
687,60,0.9508157168989163,0.04918428310108369,864.972451032285,0,Zone 3,Unmarried,College degree,No,Female,No,No,No,E-service
688,10,0.670806277591383,0.329193722408617,568.5804699744383,1,Zone 2,Unmarried,Some college,No,Female,No,Yes,No,Basic service
689,52,0.9782708306438463,0.021729169356153655,899.9477580390518,0,Zone 3,Unmarried,Some college,No,Male,Yes,Yes,Yes,Total service
690,61,0.9507582759160722,0.049241724083927796,864.9134524335261,0,Zone 2,Married,High school degree,No,Male,No,Yes,No,E-service
691,61,0.9323424499179852,0.0676575500820148,842.1352945971755,0,Zone 1,Married,High school degree,No,Male,No,No,No,E-service
692,67,0.9737300061181641,0.02626999388183593,894.2613601664339,0,Zone 2,Married,Some college,No,Male,No,No,Yes,Plus service
693,41,0.9239343200454607,0.07606567995453928,831.6559962691301,0,Zone 3,Married,College degree,No,Male,No,Yes,Yes,E-service
694,30,0.775310212368825,0.22468978763117498,667.2866612546061,1,Zone 1,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
695,24,0.9258932562800495,0.07410674371995052,833.0248705751865,0,Zone 1,Unmarried,High school degree,No,Male,Yes,No,Yes,Total service
696,72,0.9969717139582617,0.003028286041738326,925.3923939876153,0,Zone 1,Unmarried,Did not complete high school,Yes,Female,No,No,No,E-service
697,17,0.7643033446918046,0.2356966553081954,657.1475691441898,1,Zone 2,Unmarried,High school degree,No,Male,Yes,Yes,Yes,Total service
698,65,0.9975411633495879,0.002458836650412133,926.1667797431428,0,Zone 2,Unmarried,High school degree,Yes,Male,No,No,Yes,Plus service
699,15,0.859779597793566,0.14022040220643395,756.4053381820353,0,Zone 1,Married,High school degree,No,Male,No,Yes,Yes,Total service
700,34,0.9148870703484211,0.0851129296515789,820.6374106268279,0,Zone 1,Unmarried,Some college,No,Female,No,No,No,E-service
701,26,0.9255767242697459,0.07442327573025409,832.8454975778556,0,Zone 1,Unmarried,Post-undergraduate degree,No,Female,No,Yes,No,E-service
702,36,0.9700581712614368,0.029941828738563214,888.7270502300219,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,E-service
703,60,0.9744927912203623,0.025507208779637747,895.1558421571722,0,Zone 1,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
704,16,0.978091082904299,0.021908917095700975,897.3887941860885,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
705,1,0.7664957494852501,0.23350425051474988,652.388795705069,1,Zone 2,Unmarried,College degree,No,Female,No,No,No,Basic service
706,56,0.8656108153960382,0.13438918460396176,763.5488737436802,0,Zone 3,Married,Post-undergraduate degree,No,Male,Yes,Yes,No,E-service
707,6,0.9622544389839351,0.037745561016064855,872.3294369262957,0,Zone 2,Unmarried,High school degree,No,Male,No,No,No,E-service
708,48,0.9190286905909616,0.0809713094090384,825.9027379621768,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,E-service
709,34,0.9579589390613923,0.04204106093860771,873.1707358057205,0,Zone 2,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
710,54,0.8666472737224662,0.1333527262775338,764.7751161479431,0,Zone 2,Married,College degree,No,Male,Yes,Yes,Yes,Total service
711,38,0.8906877688543039,0.1093122311456961,792.4632026781588,0,Zone 3,Married,High school degree,No,Female,Yes,No,Yes,Total service
712,25,0.9192626536435081,0.08073734635649188,825.240282429272,0,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
713,47,0.9613400993658842,0.03865990063411584,877.9752936042345,0,Zone 1,Married,Some college,No,Female,Yes,Yes,Yes,Total service
714,72,0.9768803224451528,0.02311967755484723,898.4215911496311,0,Zone 1,Married,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
715,6,0.8756618182555214,0.12433818174447864,769.8620090912447,0,Zone 2,Married,College degree,No,Female,No,Yes,Yes,Total service
716,30,0.9228714543626778,0.07712854563732219,829.9201202843318,0,Zone 1,Married,Post-undergraduate degree,No,Female,No,No,No,Basic service
717,65,0.9776920344117671,0.022307965588232892,899.403218673765,0,Zone 1,Married,High school degree,Yes,Female,Yes,No,Yes,Total service
718,22,0.9566399849708659,0.043360015029134114,870.4467485147645,0,Zone 1,Married,College degree,No,Male,Yes,No,Yes,Plus service
719,60,0.9823494528793687,0.0176505471206313,905.4672310502345,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
720,19,0.7835715428757439,0.21642845712425607,676.4994988440799,1,Zone 2,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
721,18,0.7397560331848017,0.26024396681519835,632.8021347260621,1,Zone 3,Unmarried,High school degree,No,Female,No,No,No,Basic service
722,9,0.8807076959112183,0.11929230408878166,777.4326971191452,0,Zone 1,Married,College degree,No,Female,No,No,No,Basic service
723,1,0.6902090671116319,0.3097909328883681,583.1865349263195,1,Zone 1,Married,Did not complete high school,No,Female,No,Yes,No,Basic service
724,10,0.7373172031968879,0.26268279680311213,630.7755985404092,1,Zone 3,Married,College degree,No,Female,Yes,Yes,Yes,Total service
725,45,0.9121915496014626,0.08780845039853735,817.7128747287926,0,Zone 3,Married,College degree,No,Male,No,Yes,No,E-service
726,25,0.8701333211119223,0.12986667888807768,768.8111762238337,0,Zone 1,Married,College degree,No,Female,Yes,No,Yes,Plus service
727,66,0.9212673724764869,0.07873262752351307,828.6867206932201,0,Zone 3,Unmarried,High school degree,No,Female,No,No,No,E-service
728,27,0.9334389594511677,0.06656104054883227,842.3893078506884,0,Zone 1,Unmarried,College degree,Yes,Female,Yes,No,Yes,Plus service
729,19,0.8233992897269578,0.17660071027304225,717.8086159224888,1,Zone 1,Unmarried,College degree,No,Male,No,No,No,Basic service
730,17,0.890269156183592,0.10973084381640796,790.6224619993475,0,Zone 2,Married,College degree,No,Male,No,No,No,Basic service
731,16,0.8384092629286642,0.16159073707133575,733.5193185546526,1,Zone 2,Unmarried,College degree,No,Male,No,No,Yes,Basic service
732,8,0.7242356454857574,0.27576435451424264,618.1486559446721,1,Zone 1,Married,College degree,No,Female,No,Yes,No,Basic service
733,3,0.5657841081744004,0.4342158918255996,478.10848033416704,1,Zone 1,Unmarried,College degree,No,Female,Yes,Yes,No,Total service
734,59,0.9528617610440855,0.04713823895591451,867.5230893572315,0,Zone 3,Unmarried,Some college,No,Female,No,No,No,Basic service
735,45,0.911544816055998,0.08845518394400198,816.9455688026817,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,E-service
736,66,0.990596013928932,0.00940398607106796,916.5840645057826,0,Zone 1,Unmarried,High school degree,No,Female,No,No,No,E-service
737,28,0.9137023698519751,0.08629763014802494,818.918591605431,0,Zone 3,Married,Did not complete high school,No,Male,No,No,Yes,Basic service
738,15,0.8875961027467835,0.11240389725321653,787.201516452033,0,Zone 1,Married,Post-undergraduate degree,No,Male,No,No,No,Basic service
739,39,0.9224543064128808,0.07754569358711916,829.8239477058413,0,Zone 3,Married,Some college,No,Female,Yes,No,Yes,Total service
740,38,0.8895451528279446,0.11045484717205545,791.1452594930187,0,Zone 3,Unmarried,High school degree,No,Female,No,No,No,Plus service
741,34,0.8224776983886996,0.17752230161130045,716.5774128698043,1,Zone 3,Unmarried,Some college,No,Female,No,Yes,No,E-service
742,60,0.9449311195100056,0.055068880489994365,857.6361462590136,0,Zone 3,Married,Post-undergraduate degree,Yes,Male,Yes,Yes,Yes,Total service
743,72,0.9949951862488984,0.005004813751101622,922.6443948517777,0,Zone 3,Married,Did not complete high school,Yes,Female,No,No,Yes,Plus service
744,42,0.9269092968670476,0.0730907031329524,835.2636211282121,0,Zone 1,Married,High school degree,No,Male,Yes,No,Yes,Plus service
745,32,0.8453284864831603,0.15467151351683972,741.4514268370226,1,Zone 3,Unmarried,High school degree,No,Male,No,No,No,Basic service
746,48,0.8932250485444442,0.10677495145555582,795.4347854434789,0,Zone 3,Married,College degree,No,Female,Yes,Yes,No,Total service
747,63,0.8666870255310727,0.13331297446892731,764.6041898408654,0,Zone 3,Married,College degree,No,Female,Yes,Yes,No,E-service
748,45,0.919131588190841,0.08086841180915905,825.9830299328677,0,Zone 3,Married,Some college,No,Male,No,No,Yes,E-service
749,68,0.9175323091864087,0.08246769081359129,824.1760614588364,0,Zone 2,Unmarried,College degree,No,Male,No,Yes,No,E-service
750,6,0.801464443829037,0.19853555617096297,692.429661634601,1,Zone 1,Married,High school degree,No,Female,No,No,No,Basic service
751,68,0.9694551655824549,0.030544834417545075,888.7417772290285,0,Zone 1,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
752,72,0.972502381217257,0.02749761878274304,892.7242693264523,0,Zone 3,Married,High school degree,Yes,Female,Yes,Yes,Yes,Total service
753,53,0.9260730517316595,0.07392694826834045,834.4412469102953,0,Zone 3,Married,Some college,No,Female,No,Yes,Yes,E-service
754,20,0.974358822121636,0.025641177878363952,893.0248816535137,0,Zone 3,Married,College degree,No,Male,No,No,Yes,Plus service
755,70,0.9423693928685949,0.05763060713140511,854.5410838934412,0,Zone 2,Married,High school degree,No,Male,No,No,No,E-service
756,32,0.8644452204797904,0.13555477952020956,762.6142176308565,0,Zone 3,Unmarried,High school degree,No,Female,No,Yes,No,Basic service
757,61,0.9828268888419469,0.01717311115805309,906.1141435505699,0,Zone 2,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
758,24,0.8268549302648383,0.17314506973516175,721.5511409872402,1,Zone 1,Married,College degree,No,Male,No,Yes,No,E-service
759,56,0.9560172679600133,0.043982732039986705,871.4438674967242,0,Zone 2,Married,Did not complete high school,Yes,Female,No,No,No,Basic service
760,54,0.9660294086164215,0.0339705913835785,884.1231185026262,0,Zone 3,Unmarried,High school degree,No,Male,No,Yes,No,E-service
761,43,0.8669054421632004,0.13309455783679958,765.2910030731889,0,Zone 3,Married,Some college,No,Female,Yes,Yes,No,Total service
762,19,0.7702951116253273,0.22970488837467273,663.0537290878164,1,Zone 1,Unmarried,Some college,No,Female,Yes,Yes,Yes,Total service
763,5,0.9648710992869907,0.03512890071300934,874.9553584674247,0,Zone 3,Unmarried,Some college,No,Female,No,No,Yes,Plus service
764,24,0.8708247333051655,0.12917526669483448,769.5324604656026,0,Zone 1,Married,College degree,No,Female,No,Yes,No,Basic service
765,62,0.9370261293932554,0.06297387060674464,847.8865501605904,0,Zone 3,Married,High school degree,No,Female,No,No,No,E-service
766,14,0.8173815656949834,0.18261843430501656,711.1231796568273,1,Zone 2,Unmarried,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service
767,60,0.9707818622201629,0.02921813777983706,890.3445077861621,0,Zone 3,Married,Some college,No,Female,Yes,No,Yes,Total service
768,30,0.9923499113715923,0.007650088628407659,918.3403482073567,0,Zone 2,Married,Did not complete high school,Yes,Female,No,No,Yes,Plus service
769,40,0.933936493656993,0.06606350634300695,843.7169003908538,0,Zone 1,Married,Some college,No,Male,No,Yes,No,E-service
770,42,0.9424967621667565,0.057503237833243515,854.2623570497942,0,Zone 2,Married,High school degree,No,Female,No,No,No,Basic service
771,20,0.8600602591605747,0.1399397408394253,757.3443755389296,0,Zone 1,Unmarried,Some college,No,Female,No,Yes,No,E-service
772,4,0.8752762478789992,0.12472375212100084,767.2833015735382,0,Zone 1,Married,High school degree,No,Female,No,No,Yes,Plus service
773,44,0.9357764921013461,0.06422350789865394,846.078589983717,0,Zone 2,Married,High school degree,No,Female,Yes,No,Yes,Total service
774,49,0.9775489992813157,0.022451000718684333,898.932849276806,0,Zone 3,Unmarried,High school degree,Yes,Male,No,No,Yes,Plus service
775,5,0.9357309710270859,0.06426902897291409,837.8291259842142,0,Zone 3,Married,Did not complete high school,No,Female,No,No,Yes,Plus service
776,70,0.9892339854920449,0.010766014507955113,914.7774643399143,0,Zone 3,Married,Did not complete high school,No,Male,No,No,No,E-service
777,30,0.9540966277259741,0.045903372274025855,868.0536442270861,0,Zone 1,Married,Did not complete high school,No,Male,No,No,No,Basic service
778,28,0.8934446612616826,0.10655533873831735,795.3587895879995,0,Zone 2,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
779,5,0.7308075113112595,0.26919248868874046,623.5106454888967,1,Zone 1,Married,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
780,27,0.8945744434105791,0.10542555658942088,796.6023188163953,0,Zone 2,Unmarried,Did not complete high school,No,Female,Yes,No,Yes,Total service
781,17,0.8475691973183058,0.15243080268169418,743.4599860743112,1,Zone 2,Unmarried,College degree,No,Female,No,No,No,Basic service
782,4,0.8794394833018372,0.12056051669816281,771.8216370124691,0,Zone 1,Married,Did not complete high school,No,Female,No,No,No,Basic service
783,30,0.7960731143220316,0.20392688567796835,688.7982828307267,1,Zone 1,Married,High school degree,No,Female,No,Yes,No,Plus service
784,71,0.9414001584180459,0.05859984158195408,853.3445689436421,0,Zone 3,Married,College degree,No,Female,No,Yes,Yes,Total service
785,67,0.9960442008748535,0.003955799125146542,924.0736582454431,0,Zone 3,Unmarried,Did not complete high school,Yes,Female,No,No,No,Basic service
786,24,0.892452462840219,0.10754753715978105,793.9629074263864,0,Zone 3,Married,Did not complete high school,No,Female,No,No,No,Basic service
787,24,0.849375196448284,0.15062480355171604,745.8609498186859,1,Zone 1,Married,Some college,No,Female,No,Yes,No,Basic service
788,59,0.9832181180118768,0.01678188198812325,906.6047023505513,0,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
789,59,0.9233300624846349,0.0766699375153651,831.1660020870431,0,Zone 3,Unmarried,College degree,No,Male,No,No,No,E-service
790,44,0.8463406458004142,0.15365935419958576,742.2499703238075,1,Zone 3,Married,College degree,No,Female,Yes,Yes,No,E-service
791,19,0.9151830887510776,0.08481691124892243,819.6736708232162,0,Zone 1,Married,College degree,No,Male,No,No,No,E-service
792,58,0.9060651768370207,0.0939348231629793,810.4932493052887,0,Zone 2,Married,Did not complete high school,No,Female,No,Yes,No,Basic service
793,41,0.9886142063298209,0.011385793670179112,913.5015132637795,0,Zone 1,Married,High school degree,No,Male,No,No,No,E-service
794,16,0.8046209890020236,0.1953790109979764,698.0663750615024,1,Zone 2,Unmarried,Some college,No,Male,Yes,No,Yes,Plus service
795,13,0.8238410568843407,0.17615894311565927,717.713763955896,1,Zone 3,Unmarried,High school degree,No,Male,No,No,No,Basic service
796,60,0.9710776066045844,0.02892239339541558,890.7266986478671,0,Zone 1,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
797,72,0.9841020425901916,0.015897957409808372,907.931676492837,0,Zone 2,Married,Did not complete high school,No,Female,No,No,No,E-service
798,33,0.8578315919337136,0.1421684080662864,755.2428114342847,0,Zone 2,Unmarried,College degree,No,Female,Yes,Yes,No,Total service
799,72,0.9710956212330398,0.02890437876696017,890.9031732486703,0,Zone 2,Married,College degree,No,Female,Yes,No,Yes,Total service
800,66,0.9578492868407754,0.042150713159224584,873.898007293203,0,Zone 1,Married,College degree,No,Female,Yes,No,Yes,Total service
801,53,0.9394899477768116,0.06051005222318839,850.8148796006578,0,Zone 3,Married,Did not complete high school,No,Female,No,No,Yes,Plus service
802,22,0.8200514568167988,0.1799485431832012,714.3231668817319,1,Zone 2,Married,College degree,No,Male,No,Yes,Yes,Total service
803,14,0.8825100989227448,0.11748990107725521,781.2594904365048,0,Zone 2,Married,High school degree,No,Female,No,No,Yes,Plus service
804,52,0.960138054763815,0.039861945236185026,876.5740394169794,0,Zone 1,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
805,33,0.9149610239483332,0.08503897605166677,820.682473895355,0,Zone 3,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
806,72,0.9860385056460975,0.013961494353902482,910.5094403932457,0,Zone 3,Unmarried,High school degree,Yes,Female,No,No,Yes,Plus service
807,40,0.9049806848016563,0.09501931519834372,809.1280140694681,0,Zone 1,Married,College degree,No,Female,Yes,No,Yes,Plus service
808,29,0.7338961373687651,0.26610386263123487,625.6526654706223,1,Zone 2,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
809,63,0.9839953226016015,0.016004677398398504,907.6919769677969,0,Zone 3,Unmarried,High school degree,Yes,Male,No,No,Yes,Plus service
810,56,0.9540109174198584,0.04598908258014156,868.9191017335332,0,Zone 2,Unmarried,Some college,No,Female,No,Yes,No,E-service
811,60,0.977735908270883,0.02226409172911703,899.390225912162,0,Zone 3,Married,High school degree,No,Female,Yes,No,Yes,Total service
812,28,0.8029986617641335,0.19700133823586652,696.1740986980093,1,Zone 3,Married,Some college,No,Male,No,No,No,Basic service
813,39,0.9064099267580926,0.09359007324190738,810.788359503361,0,Zone 2,Unmarried,College degree,No,Male,No,Yes,No,E-service
814,65,0.9631751133426449,0.03682488665735506,880.6526497272836,0,Zone 3,Married,High school degree,No,Male,No,No,Yes,Plus service
815,29,0.8881632759190118,0.11183672408098821,789.351977848909,0,Zone 3,Unmarried,Some college,No,Female,No,No,Yes,Plus service
816,28,0.9062113484256201,0.09378865157437988,810.138561514808,0,Zone 3,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
817,2,0.7707588008244574,0.22924119917554264,658.3770702288083,1,Zone 1,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
818,67,0.956628202409066,0.043371797590934014,872.364771304746,0,Zone 3,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
819,5,0.8948068901322818,0.10519310986771824,790.0656900505883,0,Zone 3,Married,Some college,No,Female,No,Yes,No,Total service
820,48,0.9167600235741257,0.08323997642587433,823.1885392817726,0,Zone 3,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
821,10,0.7869873933571869,0.21301260664281307,679.4556348399058,1,Zone 2,Married,Did not complete high school,No,Female,No,No,No,Basic service
822,17,0.8513041661505342,0.14869583384946583,747.4969179710464,0,Zone 2,Unmarried,Some college,No,Female,No,No,Yes,Plus service
823,21,0.7439485765268156,0.25605142347318444,636.60765097846,1,Zone 1,Married,College degree,No,Female,Yes,Yes,Yes,Total service
824,25,0.8583207986858882,0.14167920131411182,755.7045128622875,0,Zone 2,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
825,44,0.8392435879239927,0.16075641207600733,734.4085970674153,1,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
826,59,0.9794383010830625,0.020561698916937488,901.6095192417821,0,Zone 2,Unmarried,College degree,No,Female,No,No,Yes,Total service
827,11,0.7381758912535652,0.2618241087464348,631.6414826051662,1,Zone 2,Unmarried,High school degree,No,Male,No,No,No,Basic service
828,50,0.986456032600006,0.013543967399993972,910.7792553633328,0,Zone 2,Married,Some college,No,Male,No,Yes,Yes,Plus service
829,23,0.9039439466830173,0.09605605331698275,807.0999649762894,0,Zone 3,Married,Some college,No,Female,No,No,No,E-service
830,17,0.7070146117540429,0.2929853882459571,601.3058797082007,1,Zone 1,Unmarried,High school degree,No,Female,No,Yes,No,E-service
831,15,0.9591636549852154,0.040836345014784614,872.3588124314603,0,Zone 1,Married,Some college,No,Male,Yes,No,Yes,Plus service
832,68,0.9960639546907216,0.00393604530927838,924.1063591253383,0,Zone 2,Married,Did not complete high school,No,Female,No,No,No,E-service
833,69,0.9034015426472211,0.09659845735277894,807.2674308860169,0,Zone 1,Married,Some college,No,Female,No,Yes,No,Basic service
834,30,0.8145259028873358,0.18547409711266416,708.2536401358195,1,Zone 1,Married,Did not complete high school,No,Female,No,No,No,Basic service
835,22,0.8373649183582483,0.16263508164175167,732.7928126479924,1,Zone 3,Unmarried,High school degree,No,Male,Yes,No,No,Plus service
836,10,0.7293927305294652,0.2706072694705348,623.1949052196052,1,Zone 2,Married,High school degree,No,Female,No,No,No,Basic service
837,72,0.9820078583152066,0.01799214168479335,905.158030085677,0,Zone 1,Married,Some college,No,Female,No,No,No,E-service
838,34,0.8991922146152717,0.10080778538472834,802.2333593891356,0,Zone 2,Married,College degree,No,Female,No,No,No,Plus service
839,43,0.9762660102824502,0.023733989717549808,897.0842828089546,0,Zone 2,Married,Did not complete high school,No,Male,No,No,No,Plus service
840,31,0.8808534813589238,0.11914651864107617,781.0866814467537,0,Zone 3,Married,College degree,No,Male,Yes,Yes,Yes,Total service
841,6,0.7960790843511714,0.20392091564882864,687.0497349158776,1,Zone 2,Married,College degree,No,Male,No,No,No,Basic service
842,48,0.9547761638247816,0.04522383617521841,869.7120366854568,0,Zone 2,Unmarried,College degree,No,Male,No,No,Yes,Plus service
843,50,0.8243527148068045,0.1756472851931955,717.8244481847876,1,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
844,20,0.9802655020664854,0.01973449793351456,900.9304570561009,0,Zone 3,Married,High school degree,No,Female,No,No,No,E-service
845,61,0.9489908456551222,0.05100915434487785,862.7035791183932,0,Zone 3,Unmarried,Did not complete high school,Yes,Male,No,No,No,Basic service
